ensembl_gene	uniprotkb
ENSG00000060339	Q8IX12
ENSG00000183287	Q6UXH8
ENSG00000160799	Q8WUD4
ENSG00000244607	Q8IYE1
ENSG00000175455	Q49A88
ENSG00000159588	Q96LX7
ENSG00000101997	O60826
ENSG00000159214	Q8N4L8
ENSG00000147419	Q86WR0
ENSG00000162592	Q2M243
ENSG00000128891	Q9BV29
ENSG00000140481	Q8N5R6
ENSG00000109881	Q96HJ3
ENSG00000161973	Q96M95
ENSG00000180329	Q96MW1
ENSG00000152492	Q8IVM0
ENSG00000176155	Q2TAC2
ENSG00000166510	Q9H2F9
ENSG00000123171	Q6NSX1
ENSG00000162004	A2IDD5
ENSG00000150676	Q8IWF9
ENSG00000182791	Q9NVE4
ENSG00000179071	Q8N998
ENSG00000123106	Q7Z6B0
ENSG00000119242	Q53HC0
ENSG00000166946	O95273
ENSG00000108091	Q16204
ENSG00000216937	Q96M83
ENSG00000197651	Q8TC90
ENSG00000108878	Q06432
ENSG00000166862	Q9Y698
ENSG00000105605	P62955
ENSG00000204536	Q8TD31
ENSG00000004961	P53701
ENSG00000187094	P06307
ENSG00000275152	O15467
ENSG00000172724	Q99731
ENSG00000137077	O00585
ENSG00000102962	O00626
ENSG00000006606	Q9Y258
ENSG00000151882	Q9NRJ3
ENSG00000108691	P13500
ENSG00000277632	P10147
ENSG00000275302	P13236
ENSG00000108688	P80098
ENSG00000101331	Q9NUG4
ENSG00000136280	Q9BSQ5
ENSG00000142871	O00622
ENSG00000136999	P48745
ENSG00000104415	O95388
ENSG00000064205	O76076
ENSG00000112237	P24863
ENSG00000118971	P30279
ENSG00000112576	P30281
ENSG00000105173	P24864
ENSG00000113328	P51959
ENSG00000138764	Q16589
ENSG00000134480	P51946
ENSG00000118816	Q14094
ENSG00000090061	O75909
ENSG00000163660	Q9UK58
ENSG00000221978	Q96S94
ENSG00000152669	P22674
ENSG00000184451	P46092
ENSG00000163823	P32246
ENSG00000183813	P51679
ENSG00000160791	P51681
ENSG00000121797	O00421
ENSG00000184305	Q9C0I3
ENSG00000163249	Q8N7R7
ENSG00000138813	Q53FE4
ENSG00000151470	Q8N1A6
ENSG00000205208	Q504U0
ENSG00000177697	P48509
ENSG00000163749	Q5M9N0
ENSG00000204936	Q8N6Q3
ENSG00000090659	Q9NNX6
ENSG00000164287	Q86Y33
ENSG00000156738	P11836
ENSG00000012124	P20273
ENSG00000139193	P26842
ENSG00000169217	O95400
ENSG00000241399	Q8IX05
ENSG00000105383	P20138
ENSG00000174059	P28906
ENSG00000104894	P11049
ENSG00000167286	P04234
ENSG00000198851	P07766
ENSG00000160654	P09693
ENSG00000196776	Q08722
ENSG00000169442	P31358
ENSG00000143119	P19397
ENSG00000085063	P13987
ENSG00000135404	P08962
ENSG00000129226	P34810
ENSG00000110848	Q07108
ENSG00000125726	P32970
ENSG00000137101	P21854
ENSG00000105369	P11912
ENSG00000007312	P40259
ENSG00000173762	P09564
ENSG00000110651	P60033
ENSG00000085117	P27701
ENSG00000112149	Q01151
ENSG00000010278	P21926
ENSG00000164649	Q96GN5
ENSG00000130177	Q13042
ENSG00000094880	Q9UJX2
ENSG00000176386	Q8NHZ8
ENSG00000105401	Q16543
ENSG00000070831	P60953
ENSG00000093009	O75419
ENSG00000096401	Q99459
ENSG00000134371	Q6P1J9
ENSG00000097046	O00311
ENSG00000111665	Q99618
ENSG00000170779	Q9BXL8
ENSG00000146670	Q96FF9
ENSG00000163814	Q9H5V8
ENSG00000158825	P32320
ENSG00000128536	Q6ZTQ4
ENSG00000186073	Q9Y2V0
ENSG00000089486	Q9H305
ENSG00000103502	O14735
ENSG00000065883	Q14004
ENSG00000102225	Q00536
ENSG00000059758	Q00537
ENSG00000117266	Q07002
ENSG00000250506	Q00526
ENSG00000135446	P11802
ENSG00000164885	Q00535
ENSG00000105810	Q00534
ENSG00000136807	P50750
ENSG00000111328	O14519
ENSG00000167797	O75956
ENSG00000006837	Q8IVW4
ENSG00000008086	O76039
ENSG00000124762	P38936
ENSG00000111276	P46527
ENSG00000147883	P42772
ENSG00000123080	P42773
ENSG00000129355	P55273
ENSG00000205643	Q6NVV7
ENSG00000109089	Q86X02
ENSG00000140743	Q01850
ENSG00000239704	Q8N9R6
ENSG00000163624	Q92903
ENSG00000101290	O95674
ENSG00000204539	Q15517
ENSG00000165556	Q99626
ENSG00000131264	O14627
ENSG00000166446	Q8N8U2
ENSG00000153046	Q9Y232
ENSG00000082213	Q49AR2
ENSG00000181904	Q7Z6I8
ENSG00000178776	Q6UWT4
ENSG00000110274	Q9UPV0
ENSG00000198707	O15078
ENSG00000183137	Q8IYX8
ENSG00000111860	Q5SZL2
ENSG00000170956	P40198
ENSG00000086548	P40199
ENSG00000153879	P53567
ENSG00000215704	P08218
ENSG00000142789	P09093
ENSG00000159409	Q5SZQ8
ENSG00000101489	Q9BZC1
ENSG00000161082	Q8N6W0
ENSG00000140488	Q96J87
ENSG00000205923	Q6PRD7
ENSG00000184524	Q8N111
ENSG00000153044	Q9H3R5
ENSG00000102384	Q92674
ENSG00000123219	Q9BS16
ENSG00000166451	Q96H22
ENSG00000138092	Q9BU64
ENSG00000188312	Q6IPU0
ENSG00000031691	Q7L2Z9
ENSG00000142856	Q13352
ENSG00000175279	Q8N2Z9
ENSG00000169689	A8MT69
ENSG00000174007	Q96LK0
ENSG00000133393	Q96NB1
ENSG00000213066	O95684
ENSG00000164118	Q9C0F1
ENSG00000138180	Q53EZ4
ENSG00000166037	Q86XR8
ENSG00000182923	Q96MT8
ENSG00000011523	Q76N32
ENSG00000114107	Q8NHQ1
ENSG00000112877	Q9P209
ENSG00000101624	Q8TAP6
ENSG00000173588	Q9Y592
ENSG00000130695	Q6P2H3
ENSG00000121289	Q96ST8
ENSG00000258890	Q96GE4
ENSG00000134255	Q9Y6K0
ENSG00000100422	Q8TCT0
ENSG00000143418	Q96G23
ENSG00000154227	Q8IU89
ENSG00000090661	Q9HA82
ENSG00000172292	Q6ZMG9
ENSG00000113163	Q9Y5P4
ENSG00000177143	Q12798
ENSG00000147400	P41208
ENSG00000153140	O15182
ENSG00000204542	Q6UXA7
ENSG00000204439	O95873
ENSG00000198663	Q6UWU4
ENSG00000197261	Q5SZD1
ENSG00000156206	Q6P656
ENSG00000173013	Q2M329
ENSG00000272514	Q8IYR0
ENSG00000181577	Q8N319
ENSG00000103021	Q9H0I3
ENSG00000160226	O43822
ENSG00000231256	B2RV13
ENSG00000070761	Q9Y6A4
ENSG00000197748	Q8NDM7
ENSG00000206530	Q96MT7
ENSG00000213085	Q9UL16
ENSG00000172361	Q96M91
ENSG00000120051	Q5T655
ENSG00000137720	Q9H5F2
ENSG00000215217	A4QMS7
ENSG00000183833	Q7Z4T9
ENSG00000003402	O15519
ENSG00000136197	Q9BPX7
ENSG00000164746	Q8NEG2
ENSG00000147408	Q8TDX6
ENSG00000169826	Q8N6G5
ENSG00000189052	P0DN86
ENSG00000104827	P0DN86
ENSG00000213030	P0DN86
ENSG00000163320	Q9UFW8
ENSG00000116761	P32929
ENSG00000138028	Q99674
ENSG00000100532	Q99675
ENSG00000182307	Q9H7E9
ENSG00000165084	Q49A92
ENSG00000164743	Q96LL4
ENSG00000241852	Q8NAV2
ENSG00000171060	Q6P047
ENSG00000115541	P61604
ENSG00000138135	O95992
ENSG00000144381	P10809
ENSG00000172586	Q96BP2
ENSG00000106153	Q9Y6H1
ENSG00000125611	Q9BSY4
ENSG00000173575	O14647
ENSG00000085872	Q8IWX8
ENSG00000072609	Q96EP1
ENSG00000134216	Q9BZP6
ENSG00000109220	Q9UKJ5
ENSG00000128656	P15882
ENSG00000106069	P52757
ENSG00000103266	Q9UNE7
ENSG00000114200	P06276
ENSG00000131165	Q9HD42
ENSG00000255112	Q7LBR1
ENSG00000130724	O43633
ENSG00000254505	Q9BY43
ENSG00000101421	Q9H444
ENSG00000115561	Q9Y3E7
ENSG00000086065	Q9NZZ3
ENSG00000176108	Q96FZ7
ENSG00000154645	Q9H9P2
ENSG00000146540	Q9BRJ6
ENSG00000166869	O43745
ENSG00000111666	Q8WUD6
ENSG00000104472	Q9NRG0
ENSG00000110172	Q9UHD1
ENSG00000090539	Q9H2X0
ENSG00000153048	Q9Y2V2
ENSG00000175264	O43916
ENSG00000180767	Q8NET6
ENSG00000182022	Q7LFX5
ENSG00000160679	Q9Y3Y2
ENSG00000258289	Q8WUH1
ENSG00000204669	Q5W0N0
ENSG00000147894	Q96LT7
ENSG00000188959	Q5JTZ5
ENSG00000187753	Q5TBE3
ENSG00000166797	Q9H5X1
ENSG00000166595	Q9Y3D0
ENSG00000137806	Q9Y375
ENSG00000144021	O76071
ENSG00000159208	Q8N365
ENSG00000185043	Q99828
ENSG00000141977	Q96Q77
ENSG00000157884	A0PJX0
ENSG00000079432	Q96RK0
ENSG00000176194	O60543
ENSG00000136305	Q9UHD4
ENSG00000187288	Q96AQ7
ENSG00000143375	Q9P2M7
ENSG00000100865	Q9BW66
ENSG00000100814	Q9NPC3
ENSG00000125733	Q15642
ENSG00000198894	Q9C0C6
ENSG00000138433	Q86X95
ENSG00000099622	Q14011
ENSG00000145354	Q8N5K1
ENSG00000203942	Q5T681
ENSG00000179133	Q8IYJ2
ENSG00000183559	Q5SQS8
ENSG00000176029	Q9NQ32
ENSG00000171067	Q96F05
ENSG00000149300	Q96A22
ENSG00000182919	Q9H0W9
ENSG00000175573	Q9H3H3
ENSG00000185742	Q6NUJ2
ENSG00000108465	Q96JB5
ENSG00000140932	Q8TAZ6
ENSG00000140931	Q96MX0
ENSG00000183723	Q8IZR5
ENSG00000166091	Q96DZ9
ENSG00000091317	Q9NX76
ENSG00000153551	Q96FZ5
ENSG00000170293	Q8IZV2
ENSG00000217555	Q9UBR5
ENSG00000173207	P61024
ENSG00000123975	P33552
ENSG00000165805	Q8NA57
ENSG00000182993	Q5U649
ENSG00000172322	Q5QGZ9
ENSG00000256660	Q2HXU8
ENSG00000187912	Q6ZS10
ENSG00000157322	A5D8T8
ENSG00000261210	Q6UXS0
ENSG00000276085	P16619
ENSG00000074054	Q7Z460
ENSG00000104859	Q8N2M8
ENSG00000132514	Q8IUN9
ENSG00000105472	Q9Y240
ENSG00000176435	Q86T13
ENSG00000150048	Q8NC01
ENSG00000188393	Q6UVW9
ENSG00000069493	Q9UHP7
ENSG00000198178	Q8WTT0
ENSG00000166527	Q8WXI8
ENSG00000166523	Q9ULY5
ENSG00000182566	Q6UXB4
ENSG00000116031	Q9UJ71
ENSG00000104938	Q9H2X3
ENSG00000172243	Q9BXN2
ENSG00000016602	Q14CN2
ENSG00000186510	P51800
ENSG00000188037	P35523
ENSG00000103249	P51798
ENSG00000134873	P78369
ENSG00000013297	O75508
ENSG00000157224	P56749
ENSG00000159261	O95500
ENSG00000106404	P56746
ENSG00000066405	P56856
ENSG00000164007	Q8N6F1
ENSG00000163347	O95832
ENSG00000171217	P56880
ENSG00000177300	Q8N7P3
ENSG00000253958	Q96B33
ENSG00000165376	P57739
ENSG00000189143	O14493
ENSG00000184113	O00501
ENSG00000184697	P56747
ENSG00000181885	O95471
ENSG00000156284	P56748
ENSG00000213937	O95484
ENSG00000080822	Q9NY35
ENSG00000160318	Q8NHS1
ENSG00000213719	O00299
ENSG00000155962	O15247
ENSG00000169583	O95833
ENSG00000169504	Q9Y696
ENSG00000112782	Q9NZA1
ENSG00000130779	P30622
ENSG00000105270	Q96DZ5
ENSG00000115295	Q8N3C7
ENSG00000013441	P49759
ENSG00000176444	P49760
ENSG00000179335	P49761
ENSG00000113240	Q9HAZ1
ENSG00000186074	Q8TDQ1
ENSG00000186407	Q496F6
ENSG00000167850	Q08708
ENSG00000167851	Q9UGN4
ENSG00000161649	Q6UXG3
ENSG00000166250	Q9H6B4
ENSG00000102805	O75503
ENSG00000128973	Q9NWW5
ENSG00000134852	O15516
ENSG00000049656	Q96KA5
ENSG00000172409	Q92989
ENSG00000125656	Q16740
ENSG00000163646	P58418
ENSG00000249581	A0PK11
ENSG00000152207	Q9NS75
ENSG00000147003	Q9HBJ8
ENSG00000103351	Q96AJ1
ENSG00000177182	Q8IUQ0
ENSG00000146352	Q5SYC1
ENSG00000177947	Q96PU9
ENSG00000177989	A8MYP8
ENSG00000182950	Q8IXM7
ENSG00000181781	Q3SX64
ENSG00000188163	Q6J272
ENSG00000215187	A8MTA8
ENSG00000124237	Q9H1P6
ENSG00000185264	O43247
ENSG00000150873	Q96LR7
ENSG00000153815	Q8IY22
ENSG00000108509	O94983
ENSG00000179933	Q9NWQ9
ENSG00000178585	Q9NSA3
ENSG00000139053	Q13956
ENSG00000025770	Q6IBW4
ENSG00000175826	O95476
ENSG00000105427	Q9BYD5
ENSG00000144191	Q16281
ENSG00000100528	O95406
ENSG00000174871	Q6PI25
ENSG00000143786	Q8TBE1
ENSG00000143771	Q9P003
ENSG00000142675	Q969H4
ENSG00000153721	Q6P9H4
ENSG00000136110	O75829
ENSG00000119946	Q9NRU3
ENSG00000168763	Q8NE01
ENSG00000158435	Q9UKZ1
ENSG00000138767	Q96LI5
ENSG00000111596	Q9NZN8
ENSG00000088038	O75175
ENSG00000080802	O95628
ENSG00000198791	Q9UIV1
ENSG00000155508	Q9UFF9
ENSG00000144580	Q92600
ENSG00000257727	Q9Y2B0
ENSG00000137161	Q9BT09
ENSG00000166997	Q8N129
ENSG00000188822	P34972
ENSG00000185527	P18545
ENSG00000119865	Q96F85
ENSG00000242689	P26441
ENSG00000044459	Q9NXG0
ENSG00000174469	Q9UHC6
ENSG00000170037	Q8N137
ENSG00000108821	P02452
ENSG00000164692	P08123
ENSG00000139219	P02458
ENSG00000166278	P06681
ENSG00000168542	P02461
ENSG00000125730	P01024
ENSG00000188153	P29400
ENSG00000197565	Q14031
ENSG00000106804	P01031
ENSG00000144810	P27658
ENSG00000171812	P25067
ENSG00000157131	P07357
ENSG00000176919	P07360
ENSG00000049089	Q14055
ENSG00000183513	Q86WW8
ENSG00000168275	Q5JTJ3
ENSG00000162377	Q96BR5
ENSG00000123500	Q03692
ENSG00000138621	Q96CD2
ENSG00000082438	Q53SF7
ENSG00000106078	O75128
ENSG00000164330	Q9UH73
ENSG00000221818	Q9HAK2
ENSG00000108001	Q9H4W6
ENSG00000172757	P23528
ENSG00000165410	Q9Y281
ENSG00000135775	Q14746
ENSG00000136152	Q96JB2
ENSG00000103051	Q9H9E3
ENSG00000133103	Q9Y2V7
ENSG00000168434	P83436
ENSG00000065618	Q9UMD9
ENSG00000121058	P38432
ENSG00000115138	P01189
ENSG00000196748	Q6UWE3
ENSG00000206561	Q9Y215
ENSG00000173163	Q8N668
ENSG00000114744	Q86X83
ENSG00000148444	Q9UBI1
ENSG00000140365	Q9H0A8
ENSG00000170619	Q9GZQ3
ENSG00000188243	Q7Z4G1
ENSG00000169019	Q9NX08
ENSG00000110442	Q9P000
ENSG00000145781	Q9Y6G5
ENSG00000105664	P49747
ENSG00000093010	P21964
ENSG00000171502	Q17RW2
ENSG00000129083	P53618
ENSG00000095139	P48444
ENSG00000105669	O14579
ENSG00000136867	O15432
ENSG00000132423	Q9NZJ6
ENSG00000167113	Q9Y3A0
ENSG00000163050	Q8NI60
ENSG00000088682	O75208
ENSG00000102879	P31146
ENSG00000172725	Q9BR76
ENSG00000103647	Q9UQ03
ENSG00000145244	Q9Y5Q5
ENSG00000178449	Q96I36
ENSG00000133983	Q9P0S2
ENSG00000138495	Q14061
ENSG00000203667	Q5RI15
ENSG00000178741	P20674
ENSG00000135940	P10606
ENSG00000164919	P09669
ENSG00000131174	P24311
ENSG00000127184	P15954
ENSG00000176340	P10176
ENSG00000103121	Q9NRP2
ENSG00000185905	Q6UWD8
ENSG00000154102	Q96GX8
ENSG00000155330	Q6PH81
ENSG00000163885	Q494V2
ENSG00000163263	Q5VU69
ENSG00000140505	P05177
ENSG00000231852	P08686
ENSG00000167600	Q96SQ9
ENSG00000186115	P78329
ENSG00000171903	Q9HBI6
ENSG00000186204	Q9HCS2
ENSG00000171954	Q6NT55
ENSG00000151849	Q9HC77
ENSG00000005194	Q6FI81
ENSG00000132881	Q9BU20
ENSG00000145920	Q6PUV4
ENSG00000166569	Q7Z7G2
ENSG00000214078	Q99829
ENSG00000140848	Q96FN4
ENSG00000196353	Q96A23
ENSG00000100884	O95741
ENSG00000178773	Q9UBL6
ENSG00000139117	Q86YQ8
ENSG00000256812	Q96L46
ENSG00000071894	Q10570
ENSG00000160917	O95639
ENSG00000167005	O43809
ENSG00000111605	Q16630
ENSG00000149532	Q8N684
ENSG00000205560	Q92523
ENSG00000270806	Q8WW18
ENSG00000197721	Q2VPA4
ENSG00000157613	Q96BA8
ENSG00000182158	Q70SY1
ENSG00000060566	Q68CJ9
ENSG00000143578	Q8TEY5
ENSG00000095713	Q9NQ79
ENSG00000169372	P78560
ENSG00000108255	P05813
ENSG00000163499	P53672
ENSG00000100122	P53674
ENSG00000244752	P43320
ENSG00000100053	P26998
ENSG00000111269	O60519
ENSG00000113851	Q96SW2
ENSG00000171444	P23508
ENSG00000169509	Q9UGL9
ENSG00000054938	Q6WN34
ENSG00000118260	P16220
ENSG00000146592	Q02930
ENSG00000095794	Q03060
ENSG00000164463	Q8IUR6
ENSG00000184402	O75177
ENSG00000106113	Q13324
ENSG00000147571	P06850
ENSG00000168582	P11844
ENSG00000163254	P07315
ENSG00000146215	Q6Q6R5
ENSG00000096006	P54108
ENSG00000099942	P46109
ENSG00000167193	P46108
ENSG00000176390	Q8IUI8
ENSG00000143536	Q9UBG3
ENSG00000105662	Q6UUV9
ENSG00000160741	Q53ET0
ENSG00000140577	Q6UUV7
ENSG00000197191	A8MQ03
ENSG00000130545	Q9BUF7
ENSG00000105392	O43186
ENSG00000121671	Q49AN0
ENSG00000160202	P02489
ENSG00000109846	P02511
ENSG00000177025	Q8NEA5
ENSG00000119559	Q9UFG5
ENSG00000105072	Q9H6X5
ENSG00000160392	Q8N9M1
ENSG00000172346	Q9Y534
ENSG00000009307	O75534
ENSG00000115041	Q9Y2W7
ENSG00000184371	P09603
ENSG00000108342	P09919
ENSG00000136488	P0DML2
ENSG00000213218	P0DML3
ENSG00000101266	P68400
ENSG00000070770	P19784
ENSG00000204435	P67870
ENSG00000214756	A8MUP2
ENSG00000147044	O14936
ENSG00000103653	P41240
ENSG00000169727	Q13098
ENSG00000166200	P61201
ENSG00000141030	Q9UNS2
ENSG00000138663	Q9BT78
ENSG00000121022	Q92905
ENSG00000168090	Q7L5N1
ENSG00000144524	Q9H9Q2
ENSG00000198612	Q99627
ENSG00000172428	Q8WXC6
ENSG00000038427	P13611
ENSG00000114646	O95196
ENSG00000104218	Q1MSJ5
ENSG00000149474	Q9H8E8
ENSG00000144655	Q96S65
ENSG00000110925	Q9H175
ENSG00000159176	P21291
ENSG00000175183	Q16527
ENSG00000101435	Q9H4G1
ENSG00000101811	P33240
ENSG00000177613	Q9H0L4
ENSG00000139182	Q9BQT9
ENSG00000149179	Q9H6J7
ENSG00000125975	Q96LM9
ENSG00000215595	A1L168
ENSG00000143079	Q9P2B4
ENSG00000268940	Q5HYN5
ENSG00000269096	Q8NHU0
ENSG00000269586	P0DMU9
ENSG00000169551	Q8WUE5
ENSG00000126890	O75638
ENSG00000175029	P56545
ENSG00000102974	P49711
ENSG00000144579	Q9GZU7
ENSG00000175215	O14595
ENSG00000144677	O15194
ENSG00000150281	Q16619
ENSG00000184033	P78358
ENSG00000268651	P78358
ENSG00000134030	O43310
ENSG00000101773	Q99708
ENSG00000143036	Q8N4M1
ENSG00000163599	P16410
ENSG00000183230	Q9UI47
ENSG00000198561	O60716
ENSG00000119326	Q9UBT7
ENSG00000040531	O60931
ENSG00000139514	P30825
ENSG00000165349	Q8WY07
ENSG00000162438	Q99895
ENSG00000141086	P40313
ENSG00000137770	Q05D32
ENSG00000175294	Q8NEC5
ENSG00000188782	Q7RTX7
ENSG00000155754	Q53TS8
ENSG00000077063	Q8WZ74
ENSG00000205279	Q4LDR2
ENSG00000160298	P58505
ENSG00000180891	Q9NWM3
ENSG00000107874	Q9H467
ENSG00000108094	Q13617
ENSG00000036257	Q13618
ENSG00000166266	Q93034
ENSG00000112514	O60888
ENSG00000119929	Q9NTM9
ENSG00000169314	Q8WYQ4
ENSG00000242259	Q6P5X5
ENSG00000163510	Q9HCG8
ENSG00000273559	Q9NXE8
ENSG00000153015	Q6UX04
ENSG00000185753	Q8TB03
ENSG00000224440	A0A1B0GTR3
ENSG00000235699	P0DPH9
ENSG00000203933	Q5JRM2
ENSG00000168329	P49238
ENSG00000111775	P12074
ENSG00000160471	Q6YFQ2
ENSG00000112695	P14406
ENSG00000152661	P17302
ENSG00000187513	P35212
ENSG00000265107	P36382
ENSG00000121634	P48165
ENSG00000154639	P78310
ENSG00000169562	P08034
ENSG00000165474	P29033
ENSG00000188910	O75712
ENSG00000189433	Q9NTQ9
ENSG00000189280	O95377
ENSG00000121742	O95452
ENSG00000163735	P42830
ENSG00000138755	Q07325
ENSG00000163464	P25024
ENSG00000180871	P25025
ENSG00000186810	P49682
ENSG00000177291	Q96KN9
ENSG00000182963	P36383
ENSG00000176402	Q8NFK1
ENSG00000161921	Q9H2A7
ENSG00000154832	Q9P0U4
ENSG00000165168	P04839
ENSG00000008283	P49447
ENSG00000162144	Q8NBI2
ENSG00000103018	O43169
ENSG00000178927	Q9BQA9
ENSG00000071967	Q53TN4
ENSG00000172115	P99999
ENSG00000161544	Q8WWM9
ENSG00000108669	Q15438
ENSG00000105443	Q99418
ENSG00000008256	O43739
ENSG00000100055	Q9UIA0
ENSG00000122783	Q9BWK5
ENSG00000153310	Q9NUQ9
ENSG00000115165	O60759
ENSG00000120306	Q9H1C7
ENSG00000175315	Q15828
ENSG00000170373	P01037
ENSG00000100014	Q69YQ0
ENSG00000101441	P01036
ENSG00000170369	P09228
ENSG00000176797	P81534
ENSG00000177243	P81534
ENSG00000186562	Q8NG35
ENSG00000186599	Q8NG35
ENSG00000184276	Q8NET1
ENSG00000186146	P59861
ENSG00000129295	Q86X45
ENSG00000167131	Q8IW40
ENSG00000256061	Q8WXU2
ENSG00000080572	Q9NQM4
ENSG00000146122	Q86T65
ENSG00000173406	O75553
ENSG00000136848	Q5VWQ8
ENSG00000276644	Q9UI36
ENSG00000164488	Q5SW24
ENSG00000197380	Q96B18
ENSG00000178149	Q5D0E6
ENSG00000035664	Q9UIK4
ENSG00000163331	A0PJW8
ENSG00000015133	Q9P219
ENSG00000070190	Q9UN19
ENSG00000204209	Q9UER7
ENSG00000205944	Q13117
ENSG00000071626	Q96EP5
ENSG00000183283	Q15038
ENSG00000215547	Q30KQ5
ENSG00000131068	Q96PH6
ENSG00000204548	Q5J5C9
ENSG00000180383	Q8NES8
ENSG00000088782	Q9H1M4
ENSG00000185982	Q7Z7B8
ENSG00000125903	Q9H1M3
ENSG00000186458	Q7Z7B7
ENSG00000006634	Q9UBU7
ENSG00000161692	Q8NFT6
ENSG00000184047	Q9NR28
ENSG00000136279	Q9UJU6
ENSG00000109851	A6NMT0
ENSG00000077380	Q13409
ENSG00000144635	Q9Y6G9
ENSG00000119333	Q96EX3
ENSG00000138036	Q8TCX1
ENSG00000122741	Q5QP82
ENSG00000100897	Q8TEB1
ENSG00000132017	Q66K64
ENSG00000143164	Q58WW2
ENSG00000123505	P17707
ENSG00000057019	Q96PD2
ENSG00000222046	A2VCK2
ENSG00000146038	Q9UHG0
ENSG00000161634	P81605
ENSG00000128683	Q99259
ENSG00000136750	Q05329
ENSG00000133083	O15075
ENSG00000170390	Q8N568
ENSG00000103150	O95822
ENSG00000043093	Q96GG9
ENSG00000137692	Q9BTE7
ENSG00000251380	Q8TF63
ENSG00000115758	P11926
ENSG00000272886	Q9NPI6
ENSG00000151065	Q8IZD4
ENSG00000110063	Q96C86
ENSG00000118655	Q9H816
ENSG00000129187	P32321
ENSG00000175203	Q13561
ENSG00000137100	O75935
ENSG00000132912	Q9UJW0
ENSG00000166847	Q9BTE1
ENSG00000179958	Q9H773
ENSG00000126088	P06132
ENSG00000169738	Q7Z4W1
ENSG00000077279	O43602
ENSG00000168872	Q9NUU7
ENSG00000157349	Q9UMR2
ENSG00000130311	Q9BW61
ENSG00000213722	O95865
ENSG00000100523	Q8NEL9
ENSG00000170967	Q8WTU0
ENSG00000175197	P35638
ENSG00000204580	Q08345
ENSG00000145358	Q96D03
ENSG00000100201	Q92841
ENSG00000064703	Q9UHI6
ENSG00000109832	Q9UHL0
ENSG00000183258	Q9UJV9
ENSG00000080007	Q9NXZ2
ENSG00000105671	Q9Y6V7
ENSG00000123064	Q8TDD1
ENSG00000111364	Q8NHQ9
ENSG00000136271	Q9NY93
ENSG00000110367	P26196
ENSG00000177030	O75398
ENSG00000242612	Q9NUI1
ENSG00000240247	P59665
ENSG00000206047	P59665
ENSG00000164816	Q01523
ENSG00000164822	Q01524
ENSG00000164825	P60022
ENSG00000023892	Q9H4E7
ENSG00000140995	Q6ZN54
ENSG00000143753	O15121
ENSG00000124795	P35659
ENSG00000158856	Q08495
ENSG00000213047	Q6P3S1
ENSG00000205744	Q8IV53
ENSG00000146966	Q9ULE3
ENSG00000175984	Q68D51
ENSG00000184014	Q6IQ26
ENSG00000139726	O43583
ENSG00000023697	Q9Y315
ENSG00000100150	O75140
ENSG00000136986	Q9BUN8
ENSG00000072849	Q9GZP9
ENSG00000099958	Q96Q80
ENSG00000100418	Q6ICB0
ENSG00000121644	Q9BSY9
ENSG00000175084	P17661
ENSG00000125868	P60981
ENSG00000165325	Q05D60
ENSG00000182108	O95424
ENSG00000160049	O00273
ENSG00000169598	O76075
ENSG00000184210	Q6ZPD8
ENSG00000128185	Q9BY27
ENSG00000183628	Q14129
ENSG00000145214	P52824
ENSG00000134780	Q9Y4D2
ENSG00000164535	Q8NCG7
ENSG00000198189	Q8NBQ5
ENSG00000149084	Q53GQ0
ENSG00000170509	Q7Z5P4
ENSG00000087076	Q9BPX1
ENSG00000108786	P14061
ENSG00000151552	P09417
ENSG00000278535	Q6UWP2
ENSG00000157379	Q96LJ7
ENSG00000164039	Q9BUT1
ENSG00000100612	Q9Y394
ENSG00000073737	Q9BPW9
ENSG00000169084	Q8N5I4
ENSG00000204370	O14521
ENSG00000140263	Q00796
ENSG00000181192	Q96HY7
ENSG00000109606	O43143
ENSG00000204560	O60231
ENSG00000089876	Q7L7V1
ENSG00000108406	Q8IX18
ENSG00000163214	Q6P158
ENSG00000095059	P49366
ENSG00000183048	Q9UBX3
ENSG00000165716	Q5VUD6
ENSG00000160305	Q14689
ENSG00000176490	O95057
ENSG00000165023	Q96HU8
ENSG00000162595	O95661
ENSG00000162946	Q9NRI5
ENSG00000090520	Q9UBS4
ENSG00000187726	P59910
ENSG00000007923	Q9NVH1
ENSG00000104129	Q9NVM6
ENSG00000178401	Q8N4W6
ENSG00000115137	Q9NZQ0
ENSG00000176410	Q96LL9
ENSG00000155011	Q9UBU2
ENSG00000050165	Q9UBP4
ENSG00000104371	Q9UBT3
ENSG00000091140	P09622
ENSG00000150672	Q15700
ENSG00000082458	Q92796
ENSG00000170579	O14490
ENSG00000198010	Q9P1A6
ENSG00000116544	O95886
ENSG00000080845	Q9Y2H0
ENSG00000125971	Q9NP97
ENSG00000064195	O60479
ENSG00000178028	Q9NPF5
ENSG00000100206	Q14565
ENSG00000198947	P11532
ENSG00000161249	Q6E0U4
ENSG00000173253	Q9Y5R5
ENSG00000064218	Q9NQL9
ENSG00000143006	Q96MA1
ENSG00000172869	Q9Y485
ENSG00000118307	Q6TDU7
ENSG00000119661	Q4LDG9
ENSG00000100246	O96015
ENSG00000256453	Q8IYX4
ENSG00000187957	Q8NFT8
ENSG00000069345	O60884
ENSG00000103423	Q96EY1
ENSG00000132002	P25685
ENSG00000162616	Q9UDY4
